Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
5000	2	1	2	31	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1190	2	2	1	36	2	0	0	0	0	0	1212	1199	991	1007	1025	1091	41	47	40	37	84	0	1
4048	2	2	1	28	1	-2	-1	0	0	0	0	0	222	244	497	819	0	222	30	259	333	36	0
1905	2	1	2	25	-1	-1	-1	-2	-1	-1	4	29	0	0	172	0	29	0	0	172	0	0	0
238	1	3	1	46	0	0	0	0	0	-2	171	196	192	248	0	0	29	24	4	0	0	0	0
2381	2	2	2	25	2	2	2	0	0	0	2345	2406	2345	2356	1156	1180	119	0	93	43	43	48	0
1190	2	1	2	22	0	0	0	0	0	0	376	416	424	440	435	444	54	38	30	18	18	11	0
1905	2	2	2	29	0	0	0	0	0	0	1449	1112	835	781	617	629	48	48	48	26	24	26	0
714	2	2	1	29	0	0	0	0	0	2	644	567	594	655	733	709	57	36	71	89	0	37	0
7857	1	2	2	28	0	0	0	0	0	0	1268	886	966	999	1113	964	48	95	48	120	52	48	0
8571	1	2	1	49	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
5238	2	1	1	46	3	2	2	0	0	0	5939	5798	5437	5343	4672	4525	226	0	238	171	167	164	0
3571	2	1	2	24	-2	-2	-2	-2	-2	-2	101	234	181	331	13	0	234	181	331	13	0	145	0
8095	2	1	2	34	-1	-1	-1	-1	-1	-1	774	1011	715	690	312	1410	1013	716	691	312	1411	30	0
6190	1	3	2	27	0	0	0	0	0	0	3161	3263	3275	3344	3429	3491	153	119	123	143	120	95	0
1429	2	2	2	27	1	2	2	2	0	0	1169	1186	1200	1137	1162	1243	43	41	0	43	100	0	1
3095	1	2	1	48	-2	-2	-2	-2	-2	-2	27	45	24	87	23	216	45	24	87	23	216	0	0
714	2	3	1	39	0	0	0	0	-1	0	346	87	78	69	377	326	60	60	60	377	16	0	1
10000	2	2	2	49	0	0	0	0	0	0	2750	2708	2690	2651	2396	2259	96	102	114	76	70	68	0
11905	1	1	1	40	2	2	2	0	0	2	6360	6462	6320	6449	6802	6912	240	0	236	464	229	239	1
476	1	2	1	41	1	-1	-1	-1	0	0	0	90	26	428	433	0	90	26	428	9	0	425	0
3571	2	2	2	24	0	0	0	0	-1	-1	1589	1543	927	588	7	15	71	74	49	7	15	0	0
11905	1	2	1	53	-2	-2	-2	-2	-2	-2	904	226	144	187	3016	177	226	144	187	3016	177	197	0
3810	1	1	1	41	0	-1	0	0	2	2	2789	267	369	431	417	475	365	357	71	0	71	0	0
2857	1	2	1	38	1	2	2	2	2	2	2770	2666	2757	2203	1990	1468	0	161	0	132	0	0	0
1905	2	2	1	30	2	2	-2	-2	-1	-1	364	0	0	0	24	0	0	0	0	24	0	0	0
476	1	3	2	45	1	2	2	2	2	2	375	393	403	413	403	437	31	24	24	0	40	14	1
1190	2	3	1	61	0	0	-2	-2	-1	0	1005	0	0	0	378	396	0	0	0	378	24	19	0
5714	1	1	1	50	0	0	0	0	0	0	1256	1298	1325	1348	1386	1428	71	57	55	55	60	50	0
2143	1	1	2	30	0	0	0	0	0	0	971	995	1022	1057	1080	1154	48	50	60	48	95	0	0
1667	2	2	2	30	-1	0	0	0	0	0	58	92	118	148	151	157	36	31	36	9	12	12	1
1190	1	2	2	30	-1	-1	2	2	-1	-1	19	19	19	0	9	31	19	0	0	9	31	0	0
1190	1	1	2	22	0	0	0	0	0	0	320	353	380	395	413	426	38	40	29	24	24	24	0
714	2	2	1	24	2	2	0	0	0	0	743	690	674	740	575	95	0	33	85	12	2	0	1
5476	2	1	2	39	-1	-1	-1	-2	-2	-2	21	46	0	0	0	0	46	0	0	0	0	41	0
5476	2	2	2	39	0	0	0	0	0	0	1721	1659	1573	1536	1441	1368	58	61	50	48	48	50	0
4762	2	2	2	49	2	2	2	2	2	2	2170	2215	2158	2273	2378	2337	100	0	173	145	0	90	1
3571	2	2	2	27	0	0	0	0	0	0	3419	3521	3506	3330	3400	3590	149	119	105	107	229	0	0
7143	1	1	1	42	-1	0	0	-1	0	0	285	1472	599	897	463	250	500	119	897	210	48	64	1
5476	2	1	2	30	-1	-1	-1	-1	-1	-1	29	7	45	12	7	10	7	45	12	7	10	7	0
6905	2	1	1	34	-1	-1	-1	0	0	-2	3	0	22	22	0	0	0	22	0	0	0	152	0
1190	2	2	2	27	0	0	0	0	0	-2	650	675	721	804	0	0	36	71	95	0	0	0	0
2857	1	3	1	54	-1	3	2	-1	-1	-1	15	15	8	8	8	8	0	0	8	8	8	8	0
8571	1	1	1	34	-1	-1	-1	-1	-1	-1	164	1171	917	341	407	108	1171	919	342	407	108	148	0
11905	2	3	2	36	-2	-2	-2	-2	-2	-2	1217	210	180	38	0	317	210	180	38	0	317	907	0
1190	1	2	3	41	0	0	0	0	0	0	1225	1244	974	1936	987	953	40	40	39	34	35	35	1
1190	2	2	1	49	1	2	2	2	0	0	457	467	538	523	531	542	24	79	0	24	24	24	0
7143	1	1	1	40	-2	-2	-2	-2	-2	-2	134	134	134	136	130	473	134	134	136	134	483	0	0
3571	2	2	3	26	-2	-2	-2	-2	-2	-2	100	619	76	1171	282	16	620	76	1171	282	16	37	0
714	1	3	2	38	1	2	0	0	0	0	733	714	656	662	687	700	0	48	24	36	25	14	0
2857	2	3	1	47	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
952	2	3	1	34	0	0	0	0	0	2	763	826	877	923	867	760	83	71	71	72	24	48	0
1429	1	2	1	42	0	0	0	0	0	0	1172	1150	994	607	624	671	48	48	24	36	71	36	0
1190	1	2	2	42	0	0	0	0	0	0	1136	1160	1156	1150	1211	1218	79	55	48	83	71	95	0
9048	1	3	2	33	-1	-1	-1	-1	-1	-1	71	89	72	1646	805	2758	89	72	1650	805	2759	1535	0
4286	1	1	1	49	0	0	0	0	0	0	1478	1511	1558	1612	1690	1730	71	71	95	119	71	119	0
1429	1	2	1	56	0	0	0	0	0	0	627	628	644	647	652	656	34	36	23	24	24	20	1
4048	1	2	2	33	-1	-1	-1	-1	-1	-1	66	66	66	66	66	66	66	66	66	66	66	66	0
4286	1	2	1	30	-1	-1	-1	-1	0	-1	9	9	9	18	9	10	9	9	18	0	10	10	1
4762	2	3	1	35	0	0	0	0	0	0	5121	4966	5103	3203	1303	562	183	221	155	71	20	27	0
714	2	3	2	50	0	0	2	0	0	0	426	454	478	498	410	419	43	38	38	24	17	11	0
1190	1	2	2	39	0	0	0	0	0	0	1128	1151	1158	1172	1181	1205	50	43	41	46	47	48	0
476	1	2	2	34	-2	-2	-2	-2	-2	-2	53	52	36	18	54	36	52	36	18	27	71	19	0
4286	2	1	2	30	0	0	0	0	0	0	1059	960	1044	1209	1643	763	190	238	238	548	119	95	0
3810	2	1	1	35	1	-2	-2	-2	-1	-1	0	0	0	0	30	0	0	0	0	30	0	0	0
2381	2	3	1	51	0	0	0	0	0	0	2355	2308	2345	2142	2237	2036	108	100	74	238	77	75	0
4762	2	1	2	26	0	0	0	0	2	2	1704	1780	1832	1974	1994	1917	119	95	190	69	0	136	1
3333	2	2	1	27	-2	-2	-2	-2	-2	-2	11	0	39	0	53	0	0	39	0	53	0	16	1
1667	2	1	2	27	0	0	0	0	0	0	1687	1540	1558	1577	1553	1588	71	57	71	57	60	60	0
1429	2	3	1	32	0	0	0	0	0	0	1508	1555	1597	646	627	630	71	83	43	31	23	33	1
10714	1	3	2	38	0	0	0	0	0	0	7676	7179	6908	6706	6892	6244	357	262	238	476	714	714	0
5476	1	2	1	35	0	0	0	0	0	0	3564	3707	3952	4061	4136	4278	143	245	211	143	143	143	0
1190	2	1	2	26	-1	0	0	0	-2	-2	126	812	822	0	0	0	690	24	0	0	0	0	1
476	2	2	1	29	0	0	0	2	3	3	351	386	424	482	488	474	48	52	71	21	0	12	0
1190	1	1	1	32	0	0	0	0	0	0	605	643	672	695	683	698	48	48	36	24	22	43	1
4286	1	1	1	31	-1	-1	0	0	-1	-1	26	20	35	9	18	26	20	24	0	18	26	9	1
714	2	2	2	25	1	2	3	2	2	0	425	505	490	445	435	411	95	0	24	0	48	48	0
1190	2	2	1	45	0	0	0	0	0	0	363	387	421	444	447	447	37	48	31	19	20	17	0
1905	2	2	2	25	0	0	0	0	0	0	1998	1955	1929	1936	1443	1504	83	91	77	95	160	0	0
2857	2	1	1	38	-1	-1	2	-1	-1	-1	163	413	49	204	210	409	467	0	337	214	405	0	0
4286	2	1	2	38	0	0	-2	-2	-2	-2	4396	0	0	0	0	0	0	0	0	0	0	0	0
4286	1	2	2	31	0	0	0	-2	-2	-2	3099	302	0	0	0	0	26	0	0	0	0	0	0
476	1	3	1	23	-1	-1	0	0	0	0	88	460	472	472	485	466	460	30	16	19	18	4	1
1190	1	1	2	25	0	0	0	0	0	0	1073	1089	1132	940	954	928	42	84	48	48	33	22	0
5238	2	1	2	30	0	0	0	0	0	0	1080	1011	885	694	481	540	46	48	90	14	256	77	0
4048	1	3	1	45	-1	0	0	0	0	0	828	963	975	812	831	877	238	119	48	48	71	48	0
2857	2	1	2	24	-2	-2	-1	-1	0	0	350	194	84	263	376	352	222	84	263	126	12	148	0
238	1	3	1	54	4	3	2	2	2	2	189	182	200	216	237	200	0	24	24	24	0	48	1
476	2	3	1	35	0	0	0	0	0	0	471	476	483	435	464	473	32	36	31	36	17	21	0
3095	1	2	2	54	0	0	0	0	0	0	2141	2156	2228	2265	1541	1572	79	119	107	57	62	62	0
952	2	3	1	60	0	0	0	0	0	0	334	376	441	501	195	236	48	71	71	143	48	48	0
2619	2	2	1	42	0	0	0	2	2	0	123	147	200	200	184	192	26	57	7	0	12	12	0
714	2	1	2	25	0	0	0	0	0	0	706	684	708	682	702	706	36	36	36	52	55	71	0
4762	2	2	1	34	0	-1	-1	2	-1	-1	167	91	116	47	19	73	157	137	47	19	74	31	0
2143	2	2	1	42	-1	-1	-1	-1	-1	-1	33	50	71	139	65	108	50	71	139	65	108	271	0
5000	1	1	2	30	0	0	0	0	0	0	1665	1712	1031	1062	1139	1188	83	71	48	95	71	238	0
3095	2	3	1	38	0	0	0	0	0	0	1536	1530	1574	1465	1485	1400	71	83	71	60	48	48	0
476	2	2	2	22	0	0	0	0	0	0	363	394	411	439	437	466	38	31	38	16	40	0	1
1905	1	1	2	38	-1	-1	-1	0	-1	-1	19	6	180	9	9	8	6	180	0	9	8	19	1
1190	2	2	2	23	0	0	-1	2	0	0	524	364	774	630	652	662	49	803	0	36	24	24	0
5238	2	2	2	28	-1	-1	-1	-1	-1	-1	178	120	118	169	59	199	120	118	169	59	199	133	0
2381	1	4	1	52	0	0	0	0	0	0	2165	1978	1503	1356	1247	537	83	48	35	119	19	24	1
3571	2	1	2	31	0	0	0	-1	0	0	257	162	148	112	160	160	143	72	215	48	0	95	0
476	2	2	1	28	-1	-1	0	0	0	0	34	240	358	381	439	448	240	238	37	71	19	24	0
476	1	2	2	43	1	2	0	0	0	0	482	468	465	478	449	479	0	48	20	17	38	0	1
1190	1	3	1	41	2	2	2	0	0	0	745	850	716	705	970	612	136	0	24	286	48	21	0
7381	2	2	2	28	0	0	0	0	0	0	7414	7479	7182	6968	6030	6101	268	261	261	221	222	235	0
9524	2	2	2	35	2	0	0	0	0	0	1458	2618	5288	5318	5091	5013	1191	2858	240	191	191	210	1
714	1	1	2	24	2	2	0	0	0	0	382	369	386	397	402	410	0	30	18	15	15	15	1
1429	2	2	2	24	0	0	0	0	0	0	650	652	568	549	539	570	41	38	24	24	60	31	0
1190	2	1	2	24	0	0	0	0	0	0	854	865	853	782	692	674	119	119	136	71	48	36	0
714	2	2	1	31	0	0	0	0	0	0	580	567	549	559	632	651	71	95	71	119	119	71	0
4048	1	2	1	34	0	0	0	0	2	2	1142	1163	1192	1350	1366	1341	48	48	179	52	0	71	0
1190	1	2	1	32	0	0	0	0	0	0	983	1206	1165	663	961	921	643	38	35	88	17	24	1
476	1	2	3	49	0	0	0	0	0	0	389	413	438	435	439	457	31	55	30	24	24	19	1
476	2	2	1	26	1	2	0	0	0	-2	482	457	460	476	0	0	0	36	24	0	0	0	0
2381	2	1	2	33	1	2	0	0	0	0	1311	1276	1303	1329	1357	1384	0	48	48	49	50	51	0
11905	2	1	1	37	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
1190	1	2	1	49	0	0	0	0	0	0	848	300	251	254	256	275	28	36	24	24	24	24	0
3095	1	1	2	26	-1	-1	0	0	0	0	56	769	576	361	305	343	770	29	24	71	48	9	0
7619	1	1	2	25	0	0	0	0	0	0	3481	3541	4046	4150	4120	4191	148	595	239	155	167	191	0
5714	1	1	2	29	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
1905	2	2	2	24	0	0	0	0	0	0	1723	1753	1279	762	478	5	83	56	48	19	5	4	0
1190	2	1	1	38	0	0	0	2	0	0	247	267	347	334	353	459	24	85	0	24	111	17	1
3571	2	3	1	35	0	0	0	0	0	0	2133	2313	2352	2355	2381	2372	238	102	85	89	86	74	1
1190	2	2	2	22	0	0	0	0	0	0	1081	1072	1063	1243	1028	749	48	48	239	48	27	48	0
476	2	2	2	39	0	0	0	0	0	0	497	485	462	478	475	0	51	40	31	13	0	0	0
714	1	3	2	29	-1	-1	-1	-1	-2	-2	9	0	19	0	0	0	0	19	0	0	0	0	0
11905	2	1	1	40	-1	-1	0	0	0	0	101	1920	2636	2381	1694	1347	1920	833	238	238	58	238	0
1190	2	3	3	46	0	0	0	0	0	0	1068	1095	1123	599	112	115	45	49	48	7	5	12	0
4524	2	1	2	31	0	0	0	0	0	0	3576	3086	3135	3280	2943	2996	167	167	202	119	143	119	0
238	1	3	3	22	0	0	0	0	0	0	226	230	214	233	220	218	31	33	29	7	19	12	1
6429	2	2	1	33	-1	-1	-1	-1	-1	-1	242	15	344	174	131	12	15	344	174	131	12	165	0
476	2	1	2	23	0	0	2	0	0	0	278	204	197	201	205	211	58	0	7	7	9	12	0
476	1	3	2	27	-1	-1	-1	-1	-2	-2	9	0	19	0	0	0	0	19	0	0	0	0	0
10238	1	2	1	46	0	0	-1	0	0	0	1260	23	8446	8604	8773	8694	12	8540	359	336	311	307	1
476	1	2	1	35	0	0	0	0	0	-1	480	454	471	469	178	55	35	29	9	5	132	0	1
1190	1	2	2	35	0	0	0	0	0	-1	1371	1295	1190	186	89	816	59	27	5	13	838	29	1
7381	2	2	1	37	0	0	0	0	0	0	731	657	705	705	657	690	181	134	229	133	142	223	0
1667	1	2	2	29	0	0	0	0	-1	-1	1388	1469	1527	1590	4	137	119	95	119	4	138	36	0
7381	1	2	2	33	-2	-2	-2	-2	-2	-2	96	96	94	5	76	122	97	94	5	76	122	34	0
8571	1	2	1	50	-2	-2	-2	-2	-2	-2	681	0	60	0	0	0	0	60	0	0	0	0	0
4762	1	1	2	28	2	-1	3	2	-1	-1	20	22	16	7	8	30	22	0	0	8	29	0	0
2857	1	1	2	27	0	0	0	0	0	0	1248	1202	1074	843	756	743	120	119	119	95	119	83	0
2857	2	1	1	46	0	0	0	0	0	0	683	700	724	748	763	779	36	36	36	27	28	28	0
2857	2	1	2	26	-1	-1	2	-1	-1	-1	22	19	9	9	9	4	19	0	9	9	4	19	0
7381	2	2	1	29	-2	-2	-2	-2	-2	-2	313	25	210	72	0	0	25	210	74	0	0	77	0
476	1	2	1	50	0	0	0	0	0	-1	449	859	447	370	312	183	36	61	30	16	183	0	0
1429	2	2	1	27	0	0	0	0	0	-1	972	824	671	552	14	653	38	38	24	25	687	26	0
2857	2	3	1	40	0	0	0	0	0	0	2579	2584	2258	1169	968	100	119	98	48	48	48	2300	0
10476	2	2	2	42	1	-2	-2	-1	-1	-1	0	0	0	412	0	321	0	0	412	0	321	0	0
476	2	3	1	45	-1	0	0	0	-1	-1	39	55	68	0	41	0	26	24	0	41	0	0	0
476	1	3	2	56	0	0	0	0	0	0	370	395	419	413	425	430	31	31	17	19	14	14	0
1190	2	3	3	43	1	2	2	0	0	0	428	447	433	456	424	438	33	0	31	19	24	24	1
1905	2	1	2	23	1	2	0	0	2	2	1916	1863	1573	1208	1226	1205	1	51	86	38	0	43	1
1190	1	3	1	44	0	0	2	0	0	0	138	1117	1027	307	209	237	1027	0	29	6	48	48	0
8571	2	2	2	43	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	2005	0
5476	1	1	1	48	0	0	0	0	0	0	3830	3852	3931	2512	2574	2621	167	157	90	102	99	48	0
9048	1	1	2	41	0	0	2	0	0	0	8341	8517	8201	8280	7974	8113	676	0	305	298	298	286	0
238	1	2	2	24	1	2	0	0	0	2	128	123	148	170	189	182	0	31	29	21	0	17	0
476	1	2	1	31	0	0	0	0	0	0	440	605	471	476	468	166	36	57	24	12	3	469	0
8571	1	1	1	47	-1	-1	-1	-1	-2	-2	5	101	60	0	0	0	101	60	0	0	0	0	0
1190	1	1	2	28	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
6429	2	2	2	25	0	0	0	0	0	0	538	561	586	610	606	618	33	34	34	22	22	23	0
2143	1	1	1	53	0	0	0	0	0	0	561	562	527	1505	462	431	57	38	18	40	20	12	0
2143	2	3	1	47	2	2	2	0	0	0	2201	2242	2184	1902	1186	1215	98	0	82	43	48	43	1
7143	2	1	2	29	0	0	-2	-1	-1	-2	274	0	0	42	0	0	0	0	42	0	0	0	0
5952	1	1	1	47	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
2381	2	2	1	29	2	2	0	0	2	2	1791	1750	1824	1960	1985	2044	0	119	167	60	95	0	0
4762	2	3	3	31	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
6190	2	1	1	31	0	0	0	0	0	0	6278	6128	6202	6228	6290	6300	214	226	228	228	238	221	0
6190	1	2	2	32	0	0	0	0	0	0	4054	3919	3576	3309	3196	3055	148	143	143	119	119	143	1
5000	2	1	1	43	-2	-1	-1	-1	-2	-2	0	23	51	0	0	0	23	51	0	0	0	0	0
2857	1	1	2	29	0	0	0	0	0	0	610	718	801	871	928	960	119	95	83	71	48	120	0
6190	2	2	2	29	-2	-2	-2	-2	-2	-2	105	22	25	50	54	60	22	25	50	54	60	0	0
5476	2	1	2	26	-1	-1	-2	-2	-2	-2	89	0	0	0	0	0	0	0	0	0	0	24	1
714	1	2	2	34	0	0	0	0	0	-1	667	696	697	472	352	10	40	29	207	48	24	66	0
1190	1	2	2	27	2	2	2	2	2	2	1158	1085	1048	874	1089	1107	11	120	0	238	48	1	1
3095	1	3	2	28	0	0	0	0	0	0	3160	3149	3185	3187	3151	3157	119	164	167	167	143	131	0
1667	1	3	2	53	0	0	0	0	0	0	335	359	376	383	391	399	37	30	14	14	14	15	0
238	1	2	2	30	0	0	0	0	0	0	215	238	240	241	226	230	28	29	29	8	8	9	1
4286	2	1	2	27	0	0	0	0	0	0	4156	4170	3588	3238	3240	3270	197	157	119	117	117	117	0
5952	1	2	2	38	-1	-1	-1	-1	-1	-1	57	706	568	196	0	200	706	570	196	0	200	0	0
238	1	1	2	25	0	0	0	0	0	0	226	138	169	216	171	166	31	48	71	6	7	27	0
2857	2	1	1	42	0	0	0	0	0	0	556	289	331	330	352	1097	119	119	119	119	238	143	0
3333	1	3	2	23	-1	-1	-1	-1	-1	-1	9	9	9	34	31	13	9	9	34	31	13	13	0
8571	1	4	2	30	0	0	-1	0	0	-1	958	548	292	818	876	1	548	292	595	595	42	79	0
1667	1	2	1	36	2	2	2	2	2	2	734	715	784	764	823	842	0	81	0	71	36	36	1
1667	2	3	1	49	2	2	2	0	0	0	384	477	462	408	425	462	107	0	48	24	48	16	1
3333	1	2	1	32	0	0	0	0	2	0	2063	1861	1627	1539	1389	1316	82	74	119	0	50	62	0
5714	1	1	2	26	-1	-1	-2	-1	-1	-1	119	28	84	271	42	5	28	84	281	42	5	0	0
1190	2	1	1	27	1	2	0	0	2	0	453	439	542	769	750	565	0	119	238	0	160	319	0
1905	2	2	2	26	0	0	0	0	0	0	1113	1148	1182	1239	964	987	71	71	71	71	39	70	0
3095	2	3	1	36	0	0	0	0	0	0	1013	1038	1061	1072	1088	1102	41	41	38	43	47	27	0
3095	1	2	2	29	0	0	0	0	0	0	1489	1490	1492	1521	1557	1540	54	53	53	60	71	95	0
4286	2	3	1	63	-1	-1	-2	-2	-2	-2	32	0	0	0	0	0	0	0	0	0	0	0	1
5476	2	2	1	28	0	0	0	-2	-1	-1	628	448	26	50	18	147	41	26	24	18	147	24	1
2857	2	1	2	32	0	0	0	0	0	0	1949	1986	1840	1876	1792	1835	72	119	119	65	95	71	0
1667	2	1	1	32	0	0	0	0	0	0	1671	1698	1698	1705	1668	1641	69	66	87	64	59	62	1
714	1	2	2	29	0	0	0	2	2	2	461	493	536	543	582	569	48	50	24	48	0	24	1
2857	2	1	2	27	0	0	0	0	0	0	1687	1428	1447	1499	1375	1262	71	60	71	48	48	60	0
6667	2	1	1	32	0	0	0	0	0	0	3277	2767	2789	2778	2804	2820	143	143	119	119	96	114	0
2381	2	2	1	46	1	2	2	0	0	0	2322	2358	2300	2376	665	652	95	0	119	48	27	36	0
3095	1	2	2	29	0	0	0	0	0	0	3112	3145	3098	2424	2424	2423	159	123	95	95	92	82	0
2143	2	2	3	36	0	0	0	0	0	0	2180	2113	1302	897	764	437	1310	120	120	262	232	238	0
714	2	2	2	23	-1	0	0	0	0	-1	77	133	166	486	344	122	86	71	393	0	122	0	1
238	1	2	2	23	0	0	0	0	0	-2	49	143	154	147	0	0	105	24	12	0	0	0	0
476	1	3	2	55	-1	3	2	0	0	-1	81	76	54	36	18	39	0	0	0	0	39	0	0
1905	1	4	1	54	0	0	0	0	0	0	1463	1472	1483	698	624	420	61	53	32	53	13	8	1
1905	2	2	2	43	0	0	0	0	0	0	1845	1835	1860	1393	1215	453	86	76	62	71	40	17	0
1667	1	1	1	42	0	0	0	0	-2	-2	603	591	574	0	0	0	48	24	0	0	0	0	0
8571	2	1	2	34	0	0	0	0	0	0	2290	2300	2355	2351	2287	2225	95	101	95	95	83	81	0
5000	2	2	2	27	0	0	0	0	0	0	1097	927	708	366	297	251	46	72	71	71	71	2	0
1190	1	1	2	37	0	0	0	0	0	0	1533	1359	1372	462	467	477	60	43	16	24	24	19	0
3571	1	1	2	26	-2	-2	-2	-2	0	0	326	289	2885	665	551	1613	391	2295	667	120	1190	95	0
714	1	3	2	53	0	0	0	0	0	0	707	627	653	674	688	703	34	36	33	24	24	35	0
3810	2	2	2	27	1	-2	-2	-2	-2	-2	0	0	0	23	0	0	0	0	23	0	0	0	0
5000	2	1	2	31	2	2	2	2	0	0	3126	3065	3074	2997	2677	2489	232	95	0	95	92	291	1
2857	1	2	2	38	-1	-1	-2	-1	2	2	12	0	0	23	23	39	0	0	23	0	15	0	0
5714	2	1	1	45	-1	-1	-1	-1	-1	-1	208	126	133	79	90	227	126	133	79	90	227	117	0
1190	1	2	2	26	1	5	4	8	7	6	1154	1129	1348	1329	1310	1277	0	238	0	0	0	0	0
5476	1	1	2	45	0	0	0	0	0	0	2194	2207	2228	1889	1530	1552	84	95	58	40	47	49	0
3095	2	2	2	42	1	2	2	2	2	2	2795	2842	2905	2941	2966	3034	129	143	119	110	119	121	0
476	2	3	2	24	1	2	0	0	0	0	456	432	410	182	41	0	0	32	12	2	0	76	0
5476	1	2	2	31	0	0	0	0	0	0	4049	4162	4232	4336	4380	4452	233	153	190	167	158	262	0
7619	2	1	1	34	-2	-2	-1	0	0	0	123	23	341	395	225	9	23	341	225	0	0	74	0
1190	2	2	2	30	0	0	0	0	0	0	1170	1169	1168	997	694	702	44	43	36	25	25	26	0
2381	2	1	2	28	0	0	0	0	0	0	2445	2392	2426	2405	2409	2365	110	95	95	95	95	105	0
1190	1	2	2	25	0	0	0	0	0	0	1153	1199	1152	1181	1152	1187	65	66	65	36	48	36	0
3333	2	2	2	27	-1	-1	-1	-1	-1	-1	28	88	9	9	157	0	95	9	9	157	0	19	0
2381	2	2	1	30	-1	0	0	0	0	0	2334	2323	2012	2036	1658	1465	93	190	119	95	71	55	0
3571	1	2	1	35	0	0	0	0	0	0	2978	2830	3280	3365	3485	3158	239	714	119	145	123	238	0
1905	2	1	2	28	0	0	0	0	0	0	1684	1718	1759	1794	1787	1791	76	83	79	67	69	69	0
1190	1	3	2	23	2	2	2	0	0	0	1059	1219	1155	441	458	459	186	4	24	24	24	24	0
6905	2	2	2	27	0	0	0	0	0	0	5726	5607	5728	5048	5152	4987	205	221	190	181	191	167	0
4762	2	2	1	31	-2	-2	-2	-2	-2	-2	52	214	31	168	83	290	214	31	168	88	290	113	0
8571	2	2	2	42	-1	0	-1	-1	-1	-1	573	339	549	135	167	155	144	551	135	168	155	110	0
16905	1	2	1	51	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
5714	2	2	2	42	1	2	2	0	0	0	4466	4460	3889	3972	4065	4156	160	0	164	143	143	143	1
10000	1	1	1	54	-1	-1	-1	-1	-1	-1	294	156	152	448	528	315	157	153	450	531	316	254	0
4762	2	2	1	34	-1	0	0	0	0	0	173	217	261	304	311	317	48	48	48	24	48	24	0
1905	2	1	2	27	0	0	0	0	0	0	550	587	604	619	630	565	120	238	24	24	24	24	0
952	2	1	2	24	0	0	0	0	0	0	670	770	946	887	839	812	119	191	167	95	119	119	1
1190	1	2	1	44	0	0	0	0	0	0	1159	828	385	285	236	243	32	28	27	12	24	0	0
952	2	2	1	39	-1	-1	-1	0	0	0	12	0	442	461	463	483	0	442	35	13	24	12	0
4762	2	2	1	29	0	0	0	0	0	0	1677	1619	1355	1353	1220	1006	83	59	40	42	39	85	0
714	1	2	2	29	2	0	0	-2	-2	-2	681	685	0	0	0	0	24	0	0	0	0	0	1
1190	1	2	1	44	0	0	0	0	0	0	922	676	686	704	693	708	71	48	36	26	26	29	0
4524	2	1	1	30	0	0	2	0	0	0	4207	4493	4391	2164	2145	2150	357	71	98	76	78	77	1
11905	2	1	2	50	-2	-2	-2	-2	-2	-2	0	0	0	0	0	17	0	0	0	0	17	431	0
5714	2	1	1	41	0	0	0	0	0	0	3090	3009	3080	3148	3238	3329	119	119	119	143	143	121	0
3571	2	1	1	52	-1	-1	0	-1	0	0	121	694	614	1158	617	179	694	595	1158	331	36	1114	0
2857	2	1	2	28	0	0	0	0	0	0	490	518	557	578	587	520	48	48	31	24	24	24	0
7619	2	1	2	30	-2	-2	-2	-2	-2	-2	15	196	302	31	8	14	196	306	31	8	14	205	0
238	1	2	2	23	0	0	0	0	0	0	204	88	99	111	73	0	25	26	24	1	0	0	0
714	2	3	2	26	0	0	0	0	0	0	720	706	725	700	715	677	40	38	36	26	36	48	0
4048	1	2	1	48	-1	-1	-1	0	0	-2	9	9	19	19	0	0	9	19	0	0	0	0	0
3333	1	2	1	38	2	2	2	2	2	2	1281	1310	1336	1350	1328	1339	64	62	50	14	36	108	1
1190	1	1	2	28	0	0	0	-1	-1	-1	1059	1095	499	390	32	0	68	36	391	34	0	0	0
8810	2	2	1	45	0	0	0	0	2	2	3870	4009	8063	5281	5293	5183	238	238	2714	238	0	214	0
1190	2	2	2	27	0	0	0	0	0	0	1106	1138	1134	1077	701	247	56	38	29	28	8	4	0
6190	2	3	1	65	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
