Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6
3810	1	1	1	41	1	2	0	0	0	0	1511	1512	1558	1590	1610	1642	40	70	72	61	62	72
11905	1	2	1	45	-1	-1	-1	-1	-1	-1	2445	369	450	749	196	612	371	452	752	197	615	56
476	2	2	2	21	0	0	0	0	0	0	477	425	323	280	253	239	36	26	8	48	48	19
476	1	2	2	46	-1	-1	-1	0	0	-2	19	0	28	19	0	0	0	28	0	0	0	0
1429	2	2	2	41	0	0	0	0	0	0	386	408	339	349	47	71	36	37	24	7	24	0
1190	1	3	1	39	0	0	0	0	0	0	1027	1057	1088	1116	1124	1156	48	48	48	48	48	48
5476	1	1	2	32	-2	-2	-2	-2	-2	-2	12	0	30	0	28	15	0	30	0	28	15	0
3571	1	1	2	34	0	0	0	0	0	0	1337	1449	1268	1451	1446	1367	241	357	238	72	36	48
3571	2	2	2	26	0	0	0	0	0	0	864	787	809	836	870	865	49	95	74	60	80	48
1190	1	3	2	35	1	2	0	0	0	2	1223	1196	1191	1202	1240	1217	0	51	48	102	0	49
1429	2	2	2	26	0	0	0	0	0	0	89	138	587	615	654	669	133	476	60	71	48	36
10238	2	2	1	42	0	0	0	0	0	0	2137	2128	2144	2157	2171	2194	75	77	76	76	83	83
714	1	1	1	32	0	0	0	0	0	0	537	467	491	493	503	534	32	31	17	18	60	43
714	2	2	1	25	2	2	2	2	2	2	685	647	715	696	744	722	0	86	0	67	0	26
1429	1	2	3	46	0	0	2	2	2	2	588	642	672	654	695	672	71	48	0	54	0	36
5952	1	1	1	55	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	92
5714	2	1	1	37	0	0	0	0	0	0	3754	3947	4129	4213	4211	4219	256	248	248	163	171	152
7143	2	2	2	39	-1	-1	-1	-1	-1	-1	150	131	24	24	24	24	131	24	24	24	24	24
714	1	1	2	30	0	0	0	0	0	0	620	645	668	619	605	625	42	42	40	19	28	74
3571	2	1	1	33	-1	2	-1	-1	-1	-1	81	38	42	38	0	278	0	42	38	0	278	0
3810	2	3	1	46	-1	-1	-1	-2	-2	-2	23	12	0	0	0	0	12	0	0	0	0	0
5476	2	3	1	58	-2	-2	-2	-2	-2	-2	8	8	55	8	8	8	8	55	8	8	8	8
5000	1	1	1	31	0	0	0	0	0	0	3357	3339	3370	3424	3443	3495	121	124	123	124	126	146
714	2	2	1	24	0	0	0	0	0	0	530	564	577	545	79	81	42	31	12	2	2	0
1190	1	1	2	22	0	0	0	0	0	-1	122	142	149	143	138	9	31	24	3	5	9	28
6190	1	1	1	40	0	0	-1	-1	-1	-1	532	655	93	216	80	87	181	94	740	80	87	12
4286	2	3	1	43	-2	-1	0	0	0	0	3107	1127	1147	1170	1146	1090	1127	40	39	48	48	34
714	1	1	2	24	2	0	0	0	0	2	602	627	660	666	714	699	36	43	24	60	0	43
5952	2	1	2	32	-1	-1	-1	-1	-1	-1	4	4	4	4	4	8	4	4	4	4	8	3
2619	2	2	1	31	0	0	0	0	0	0	1884	1817	1852	1889	1918	1873	66	66	66	69	71	61
1190	2	2	2	34	1	-2	-1	-1	-1	0	0	0	10	0	14	14	0	10	0	14	0	102
1190	2	2	2	23	0	0	0	0	2	0	1153	942	403	460	420	434	38	38	71	0	24	24
952	2	2	2	27	0	0	0	0	0	0	691	814	848	881	885	906	214	48	48	32	36	36
3810	2	2	1	51	2	0	0	0	2	0	1555	1610	1664	1859	1792	1871	95	95	238	0	119	71
8333	2	1	2	30	-2	-2	-2	-2	-2	-2	20	4	9	4	6	4	4	9	4	6	4	20
1667	2	2	1	34	0	0	0	0	0	0	1202	1119	1116	996	984	985	52	48	48	36	40	48
7381	2	2	2	25	0	0	0	0	0	0	681	524	348	360	430	395	210	38	24	74	48	24
11905	1	1	1	41	-1	-1	2	2	-1	2	9	19	9	0	78	60	19	0	0	78	0	0
4048	1	2	2	39	-1	-1	-1	0	-1	2	58	192	104	8	146	134	192	104	0	146	0	71
7619	2	2	1	53	0	0	0	0	0	0	203	3615	3651	3703	3780	3856	3571	203	119	107	108	119
2381	2	2	1	29	-1	-1	-2	-2	-2	-2	12	0	0	0	0	0	0	0	0	0	0	0
714	1	3	2	25	2	0	0	0	0	2	558	577	603	627	655	717	36	36	34	38	76	0
